,authors,author_full_name,title,journal,language,document_type,keywords,year,vol,issue,doi,authors_l,authors_full_l,title_l,journal_l,keywords_l
321,"Xia, F; Su, XY; Wang, W; Zhang, CX; Ning, ZL; Lee, I","Xia, Feng; Su, Xiaoyan; Wang, Wei; Zhang, Chenxin; Ning, Zhaolong; Lee, Ivan",Bibliographic Analysis of Nature Based on Twitter and Facebook Altmetrics Data,PLOS ONE,English,Article,,2016,11,12,10.1371/journal.pone.0165997,"f xia, xy su, w wang, cx zhang, zl ning, i lee","feng xia, xiaoyan su, wei wang, chenxin zhang, zhaolong ning, ivan lee",bibliographic analysis nature based on twitter facebook altmetrics data,plos one,
322,"Ebrahimy, S; Mehrad, J; Setareh, F; Hosseinchari, M","Ebrahimy, Saeideh; Mehrad, Jafar; Setareh, Fatemeh; Hosseinchari, Massoud","Path analysis of the relationship between visibility and citation: the mediating roles of save, discussion, and recommendation metrics",SCIENTOMETRICS,English,Article,Path analysis; Visibility; Citation; Save; Discussion; Recommendation; Mediation,2016,109,3,10.1007/s11192-016-2130-z,"s ebrahimy, j mehrad, f setareh, m hosseinchari","saeideh ebrahimy, jafar mehrad, fatemeh setareh, massoud hosseinchari",path analysis relationship between visibility citation mediating roles save discussion recommendation metrics,scientometrics,"citation, discussion, mediation, path analysis, recommendation, save, visibility"
323,"Snijder, R","Snijder, Ronald",Revisiting an open access monograph experiment: measuring citations and tweets 5 years later,SCIENTOMETRICS,English,Article,Open access; Monographs; Citations; Altmetrics; Tweets,2016,109,3,10.1007/s11192-016-2160-6,r snijder,ronald snijder,revisiting an open access monograph experiment measuring citations tweets 5 years later,scientometrics,"altmetrics, citations, monographs, open access, tweets"
324,"Mas-Bleda, A; Thelwall, M","Mas-Bleda, Amalia; Thelwall, Mike",Can alternative indicators overcome language biases in citation counts? A comparison of Spanish and UK research,SCIENTOMETRICS,English,Article,Altmetrics; Social media metrics; Alternative indicators; Country comparison; Language bias; Research production,2016,109,3,10.1007/s11192-016-2118-8,"a mas-bleda, m thelwall","amalia mas-bleda, mike thelwall",can alternative indicators overcome language biases in citation counts a comparison spanish uk research,scientometrics,"alternative indicators, altmetrics, country comparison, language bias, research production, social media metrics"
325,"Thelwall, M; Sud, P","Thelwall, Mike; Sud, Pardeep",Mendeley readership counts: An investigation of temporal and disciplinary differences,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,English,Article,bibliometrics,2016,67,12,10.1002/asi.23559,"m thelwall, p sud","mike thelwall, pardeep sud",mendeley readership counts an investigation temporal disciplinary differences,journal of the association for information science and technology,bibliometrics
326,"Bornmann, L; Haunschild, R","Bornmann, Lutz; Haunschild, Robin",Overlay maps based on Mendeley data: The use of altmetrics for readership networks,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,English,Article,bibliometrics,2016,67,12,10.1002/asi.23569,"l bornmann, r haunschild","lutz bornmann, robin haunschild",overlay maps based on mendeley data use altmetrics for readership networks,journal of the association for information science and technology,bibliometrics
327,"Bornmann, L; Haunschild, R; Marx, W","Bornmann, Lutz; Haunschild, Robin; Marx, Werner",Policy documents as sources for measuring societal impact: how often is climate change research mentioned in policy-related documents?,SCIENTOMETRICS,English,Article,Climate change; Policy documents; Altmetrics,2016,109,3,10.1007/s11192-016-2115-y,"l bornmann, r haunschild, w marx","lutz bornmann, robin haunschild, werner marx",policy documents as sources for measuring societal impact how often is climate change research mentioned in policy related documents,scientometrics,"altmetrics, climate change, policy documents"
328,"Peoples, BK; Midway, SR; Sackett, D; Lynch, A; Cooney, PB","Peoples, Brandon K.; Midway, Stephen R.; Sackett, Dana; Lynch, Abigail; Cooney, Patrick B.",Twitter Predicts Citation Rates of Ecological Research,PLOS ONE,English,Article,,2016,11,11,10.1371/journal.pone.0166570,"bk peoples, sr midway, d sackett, a lynch, pb cooney","brandon k. peoples, stephen r. midway, dana sackett, abigail lynch, patrick b. cooney",twitter predicts citation rates ecological research,plos one,
329,"Feist, GJ","Feist, Gregory J.",Intrinsic and Extrinsic Science: A Dialectic of Scientific Fame,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,English,Article,fame; creativity; impact; citation indexing; publication count; replicability,2016,11,6,10.1177/1745691616660535,gj feist,gregory j. feist,intrinsic extrinsic science a dialectic scientific fame,perspectives on psychological science,"citation indexing, creativity, fame, impact, publication count, replicability"
330,"Pooladian, A; Borrego, A","Pooladian, Aida; Borrego, Angel",A longitudinal study of the bookmarking of library and information science literature in Mendeley,JOURNAL OF INFORMETRICS,English,Article,Altmetrics; Citations; Library and information science; Mendeley,2016,10,4,10.1016/j.joi.2016.10.003,"a pooladian, a borrego","aida pooladian, angel borrego",a longitudinal study bookmarking library information science literature in mendeley,journal of informetrics,"altmetrics, citations, library and information science, mendeley"
331,"Gorraiz, J; Wieland, M; Gumpenberger, C","Gorraiz, Juan; Wieland, Martin; Gumpenberger, Christian",INDIVIDUAL BIBLIOMETRIC ASSESSMENT AT UNIVERSITY OF VIENNA: FROM NUMBERS TO MULTIDIMENSIONAL PROFILES,PROFESIONAL DE LA INFORMACION,English,Article,Individual bibliometric assessment; Publication strategies; Citation analysis; Individual evaluation; Bibliometrics,2016,25,6,10.3145/epi.2016.nov.07,"j gorraiz, m wieland, c gumpenberger","juan gorraiz, martin wieland, christian gumpenberger",individual bibliometric assessment at university vienna from numbers to multidimensional profiles,profesional de la informacion,"bibliometrics, citation analysis, individual bibliometric assessment, individual evaluation, publication strategies"
332,"Wang, XW; Fang, ZC; Sun, XL","Wang, Xianwen; Fang, Zhichao; Sun, Xiaoling",Usage patterns of scholarly articles on Web of Science: a study on Web of Science usage count,SCIENTOMETRICS,English,Article,Article usage; Usage count; Altmetrics; Usage metrics; Web of Science,2016,109,2,10.1007/s11192-016-2093-0,"xw wang, zc fang, xl sun","xianwen wang, zhichao fang, xiaoling sun",usage patterns scholarly articles on web science a study on web science usage count,scientometrics,"altmetrics, article usage, usage count, usage metrics, web of science"
333,"Thelwall, M; Kousha, K","Thelwall, Mike; Kousha, Kayvan",Are citations from clinical trials evidence of higher impact research? An analysis of ClinicalTrials.gov,SCIENTOMETRICS,English,Article,Citation analysis; Altmetrics; Alternative metrics; Clinical trials; Medical research,2016,109,2,10.1007/s11192-016-2112-1,"m thelwall, k kousha","mike thelwall, kayvan kousha",are citations from clinical trials evidence higher impact research an analysis clinicaltrials gov,scientometrics,"alternative metrics, altmetrics, citation analysis, clinical trials, medical research"
334,"Ortega, J","Luis Ortega, Jose","To be or not to be on Twitter, and its relationship with the tweeting and citation of research papers",SCIENTOMETRICS,English,Article,Twitter; Altmetrics; PlumX Analytics; Citation impact; Research dissemination,2016,109,2,10.1007/s11192-016-2113-0,j ortega,jose luis ortega,to be or not to be on twitter its relationship with tweeting citation research papers,scientometrics,"altmetrics, citation impact, plumx analytics, research dissemination, twitter"
335,"Erdt, M; Nagarajan, A; Sin, SC; Theng, YL","Erdt, Mojisola; Nagarajan, Aarthy; Sin, Sei-Ching Joanna; Theng, Yin-Leng",Altmetrics: an analysis of the state-of-the-art in measuring research impact on social media,SCIENTOMETRICS,English,Article,Altmetrics; Literature review; Social media; Meta-analysis,2016,109,2,10.1007/s11192-016-2077-0,"m erdt, a nagarajan, sc sin, yl theng","mojisola erdt, aarthy nagarajan, sei-ching joanna sin, yin-leng theng",altmetrics an analysis state art in measuring research impact on social media,scientometrics,"altmetrics, literature review, meta-analysis, social media"
336,"Wang, XW; Fang, ZC; Guo, XH","Wang, Xianwen; Fang, Zhichao; Guo, Xinhui",Tracking the digital footprints to scholarly articles from social media,SCIENTOMETRICS,English,Article,Altmetrics; Social media; Twitter; Facebook; PeerJ; Public understanding science,2016,109,2,10.1007/s11192-016-2086-z,"xw wang, zc fang, xh guo","xianwen wang, zhichao fang, xinhui guo",tracking digital footprints to scholarly articles from social media,scientometrics,"altmetrics, facebook, peerj, public understanding science, social media, twitter"
337,"Domnina, TN","Domnina, T. N.",A Megajournal as a New Type of Scientific Publication,SCIENTIFIC AND TECHNICAL INFORMATION PROCESSING,English,Article,open access; megajournals; peer review; altmetrics; article processing charges; role of scientific journal,2016,43,4,10.3103/s0147688216040079,tn domnina,t. n. domnina,a megajournal as a new type scientific publication,scientific and technical information processing,"altmetrics, article processing charges, megajournals, open access, peer review, role of scientific journal"
338,"Scotti, V; De Silvestri, A; Scudeller, L; Abele, P; Topuz, F; Curti, M","Scotti, Valeria; De Silvestri, Annalisa; Scudeller, Luigia; Abele, Paola; Topuz, Funda; Curti, Moreno",Novel bibliometric scores for evaluating research quality and output: a correlation study with established indexes,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,English,Article,Altmetrics; Bibliometrics; Hospital; Impact factor; Oncology department,2016,31,4,10.5301/jbm.5000217,"v scotti, a de silvestri, l scudeller, p abele, f topuz, m curti","valeria scotti, annalisa de silvestri, luigia scudeller, paola abele, funda topuz, moreno curti",novel bibliometric scores for evaluating research quality output a correlation study with established indexes,international journal of biological markers,"altmetrics, bibliometrics, hospital, impact factor, oncology department"
339,"Pinho-Costa, L; Yakubu, K; Hoedebecke, K; Laranjo, L; Reichel, CP; Colon-Gonzalez, MD; Neves, AL; Errami, H","Pinho-Costa, Luis; Yakubu, Kenneth; Hoedebecke, Kyle; Laranjo, Liliana; Reichel, Christofer Patrick; Colon-Gonzalez, Maria del C.; Neves, Ana Luisa; Errami, Hassna",Healthcare hashtag index development: Identifying global impact in social media,JOURNAL OF BIOMEDICAL INFORMATICS,English,Article,Bibliometrics; Internet; Social media; Family practice; Primary health care,2016,63,0,10.1016/j.jbi.2016.09.010,"l pinho-costa, k yakubu, k hoedebecke, l laranjo, cp reichel, md colon-gonzalez, al neves, h errami","luis pinho-costa, kenneth yakubu, kyle hoedebecke, liliana laranjo, christofer patrick reichel, maria del c. colon-gonzalez, ana luisa neves, hassna errami",healthcare hashtag index development identifying global impact in social media,journal of biomedical informatics,"bibliometrics, family practice, internet, primary health care, social media"
340,"Vanti, N; Sanz-Casado, E","Vanti, Nadia; Sanz-Casado, Elias",Altmetrics: Social media metrics for a more democratic science,TRANSINFORMACAO,Portuguese,Article,Altmetrics; Cybermetrics; Bibliometric studies; Social Networks; Scientific production,2016,28,3,10.1590/2318-08892016000300009,"n vanti, e sanz-casado","nadia vanti, elias sanz-casado",altmetrics social media metrics for a more democratic science,transinformacao,"altmetrics, bibliometric studies, cybermetrics, scientific production, social networks"
341,"D'Antonio-Maceiras, S","D'Antonio-Maceiras, Sergio",Sleeping beauties analysis: A reflection from the solutionism perspective,PROFESIONAL DE LA INFORMACION,Spanish,Article,Scientific publication; Scientific evaluation; Scientific articles; Sleeping beauties; Scientometrics; Constructivism; Impact; Altmetrics; Solucionism; Science policy,2016,25,5,10.3145/epi.2016.sep.05,s d'antonio-maceiras,sergio d'antonio-maceiras,sleeping beauties analysis a reflection from solutionism perspective,profesional de la informacion,"altmetrics, constructivism, impact, science policy, scientific articles, scientific evaluation, scientific publication, scientometrics, sleeping beauties, solucionism"
342,"Calabuig, JM; Ferrer-Sapena, A; Sanchez-Perez, EA","Calabuig, J. M.; Ferrer-Sapena, A.; Sanchez-Perez, E. A.",Vector-valued impact measures and generation of specific indexes for research assessment,SCIENTOMETRICS,English,Article,Impact factor; Vector valued; Model; Mathematics; Altmetrics,2016,108,3,10.1007/s11192-016-2039-6,"jm calabuig, a ferrer-sapena, ea sanchez-perez","j. m. calabuig, a. ferrer-sapena, e. a. sanchez-perez",vector valued impact measures generation specific indexes for research assessment,scientometrics,"altmetrics, impact factor, mathematics, model, vector valued"
