,doi,title,journal,year,vol,issue,document_type,authors,url,keywords,authors_l,title_l,journal_l,keywords_l
344,10.1007/s11192-017-2622-5,"Web of Science use in published research and review papers 1997–2017: a selective, dynamic, cross-domain, content-based analysis",Scientometrics,2018,115,1,Article,"Li, Kai; Rollins, Jason; Yan, Erjia",https://app.dimensions.ai/details/publication/pub.1099714664,1605 Policy and Administration; 16 Studies in Human Society; 0807 Library and Information Studies; 08 Information and Computing Sciences,"kai li, jason rollins, erjia yan",web of science use in published research and review papers 19972017 a selective dynamic cross domain content based analysis,scientometrics,"08 information and computing sciences, 0807 library and information studies, 16 studies in human society, 1605 policy and administration"
345,10.1016/j.ijmedinf.2017.12.012,Computerised decision support in physical activity interventions: A systematic literature review,International Journal of Medical Informatics,2018,111,Cochrane Database Syst. Rev. 2011,Article,"Triantafyllidis, Andreas; Filos, Dimitris; Claes, Jomme; Buys, Roselien; Cornelissen, Véronique; Kouidi, Evangelia; Chouvarda, Ioanna; Maglaveras, Nicos",https://app.dimensions.ai/details/publication/pub.1099688073,08 Information and Computing Sciences; 1117 Public Health and Health Services; 11 Medical and Health Sciences; 0806 Information Systems,"andreas triantafyllidis, dimitris filos, jomme claes, roselien buys, veronique cornelissen, evangelia kouidi, ioanna chouvarda, nicos maglaveras",computerised decision support in physical activity interventions a systematic literature review,international journal of medical informatics,"08 information and computing sciences, 0806 information systems, 11 medical and health sciences, 1117 public health and health services"
346,10.1016/j.pmrj.2017.12.003,The PM&R Journal Implements a Social Media Strategy to Disseminate Research and Track Alternative Metrics in Physical Medicine and Rehabilitation,PM&R,2018,10,5,Article,"Niehaus, William N.; Silver, Julie K.; Katz, Matthew S.",https://app.dimensions.ai/details/publication/pub.1099681245,1117 Public Health and Health Services; 11 Medical and Health Sciences,"william n. niehaus, julie k. silver, matthew s. katz",the pm r journal implements a social media strategy to disseminate research and track alternative metrics in physical medicine and rehabilitation,pm r,"11 medical and health sciences, 1117 public health and health services"
347,10.4155/tde-2017-5000,Welcome to volume 9 of Therapeutic Delivery,Therapeutic Delivery,2018,9,1,Article,"Makin, Hannah",https://app.dimensions.ai/details/publication/pub.1099627799,11 Medical and Health Sciences; 1199 Other Medical and Health Sciences,hannah makin,welcome to volume 9 of therapeutic delivery,therapeutic delivery,"11 medical and health sciences, 1199 other medical and health sciences"
348,10.1371/journal.pone.0187394,Authorship and citation manipulation in academic research,PLoS ONE,2017,12,12,Article,"Fong, Eric A.; Wilhite, Allen W.",https://app.dimensions.ai/details/publication/pub.1099613120,"2002 Cultural Studies; 20 Language, Communication and Culture","eric a. fong, allen w. wilhite",authorship and citation manipulation in academic research,plos one,"20 language, communication and culture, 2002 cultural studies"
349,10.1136/bmjopen-2017-018647,Sharing and reuse of individual participant data from clinical trials: principles and recommendations,BMJ Open,2017,7,12,Article,"Ohmann, Christian; Banzi, Rita; Canham, Steve; Battaglia, Serena; Matei, Mihaela; Ariyo, Christopher; Becnel, Lauren; Bierer, Barbara; Bowers, Sarion; Clivio, Luca; Dias, Monica; Druml, Christiane; Faure, Hélène; Fenner, Martin; Galvez, Jose; Ghersi, Davina; Gluud, Christian; Groves, Trish; Houston, Paul; Karam, Ghassan; Kalra, Dipak; Knowles, Rachel L; Krleža-Jerić, Karmela; Kubiak, Christine; Kuchinke, Wolfgang; Kush, Rebecca; Lukkarinen, Ari; Marques, Pedro Silverio; Newbigging, Andrew; O'Callaghan, Jennifer; Ravaud, Philippe; Schlünder, Irene; Shanahan, Daniel; Sitter, Helmut; Spalding, Dylan; Tudur-Smith, Catrin; van Reusel, Peter; van Veen, Evert-Ben; Visser, Gerben Rienk; Wilson, Julia; Demotes-Mainard, Jacques",https://app.dimensions.ai/details/publication/pub.1099599450,1103 Clinical Sciences; 1117 Public Health and Health Services; 11 Medical and Health Sciences; 1199 Other Medical and Health Sciences,"christian ohmann, rita banzi, steve canham, serena battaglia, mihaela matei, christopher ariyo, lauren becnel, barbara bierer, sarion bowers, luca clivio, monica dias, christiane druml, helene faure, martin fenner, jose galvez, davina ghersi, christian gluud, trish groves, paul houston, ghassan karam, dipak kalra, rachel l knowles, karmela krleza-jeric, christine kubiak, wolfgang kuchinke, rebecca kush, ari lukkarinen, pedro silverio marques, andrew newbigging, jennifer o'callaghan, philippe ravaud, irene schlunder, daniel shanahan, helmut sitter, dylan spalding, catrin tudur-smith, peter van reusel, evert-ben van veen, gerben rienk visser, julia wilson, jacques demotes-mainard",sharing and reuse of individual participant data from clinical trials principles and recommendations,bmj open,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services, 1199 other medical and health sciences"
350,10.1007/s11229-017-1628-0,A plea for minimally biased naturalistic philosophy,Synthese,2019,196,9,Article,"Polonioli, Andrea",https://app.dimensions.ai/details/publication/pub.1093092147,2203 Philosophy; 22 Philosophy and Religious Studies,andrea polonioli,a plea for minimally biased naturalistic philosophy,synthese,"22 philosophy and religious studies, 2203 philosophy"
351,10.12688/f1000research.12037.3,A multi-disciplinary perspective on emergent and future innovations in peer review,F1000Research,2017,6,0,Article,"Tennant, Jonathan P.; Dugan, Jonathan M.; Graziotin, Daniel; Jacques, Damien C.; Waldner, François; Mietchen, Daniel; Elkhatib, Yehia; Collister, Lauren B.; Pikas, Christina K.; Crick, Tom; Masuzzo, Paola; Caravaggi, Anthony; Berg, Devin R.; Niemeyer, Kyle E.; Ross-Hellauer, Tony; Mannheimer, Sara; Rigling, Lillian; Katz, Daniel S.; Tzovaras, Bastian Greshake; Pacheco-Mendoza, Josmel; Fatima, Nazeefa; Poblet, Marta; Isaakidis, Marios; Irawan, Dasapta Erwin; Renaut, Sébastien; Madan, Christopher R.; Matthias, Lisa; Kjær, Jesper Nørgaard; O'Donnell, Daniel Paul; Neylon, Cameron; Kearns, Sarah; Selvaraju, Manojkumar; Colomb, Julien",https://app.dimensions.ai/details/publication/pub.1093084566,08 Information and Computing Sciences; 0806 Information Systems,"jonathan p. tennant, jonathan m. dugan, daniel graziotin, damien c. jacques, francois waldner, daniel mietchen, yehia elkhatib, lauren b. collister, christina k. pikas, tom crick, paola masuzzo, anthony caravaggi, devin r. berg, kyle e. niemeyer, tony ross-hellauer, sara mannheimer, lillian rigling, daniel s. katz, bastian greshake tzovaras, josmel pacheco-mendoza, nazeefa fatima, marta poblet, marios isaakidis, dasapta erwin irawan, sebastien renaut, christopher r. madan, lisa matthias, jesper norgaard kjaer, daniel paul o'donnell, cameron neylon, sarah kearns, manojkumar selvaraju, julien colomb",a multi disciplinary perspective on emergent and future innovations in peer review,f1000research,"08 information and computing sciences, 0806 information systems"
352,10.1039/c7em00422b,Refining tools to bridge the gap between academia and chemical regulation: perspectives for WikiREACH,Environmental Science Processes & Impacts,2017,19,12,Article,"Ågerstrand, Marlene; Brenig, Mattheus; Führ, Martin; Schenten, Julian",https://app.dimensions.ai/details/publication/pub.1092850542,11 Medical and Health Sciences; 03 Chemical Sciences; 05 Environmental Sciences,"marlene agerstrand, mattheus brenig, martin fuhr, julian schenten",refining tools to bridge the gap between academia and chemical regulation perspectives for wikireach,environmental science processes impacts,"03 chemical sciences, 05 environmental sciences, 11 medical and health sciences"
353,10.1016/j.jacr.2017.10.022,Leveraging Twitter to Maximize the Radiology Meeting Experience,Journal of the American College of Radiology,2018,15,1,Article,"Kalia, Vivek; Ortiz, Daniel A.; Patel, Amy K.; Moriarity, Andrew K.; Canon, Cheri L.; Duszak, Richard",https://app.dimensions.ai/details/publication/pub.1092842613,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,"vivek kalia, daniel a. ortiz, amy k. patel, andrew k. moriarity, cheri l. canon, richard duszak",leveraging twitter to maximize the radiology meeting experience,journal of the american college of radiology,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services"
354,10.1177/1745691617719759,Family Matters: Measuring Impact Through One’s Academic Descendants,Perspectives on Psychological Science,2017,12,6,Article,"Marsh, Elizabeth J.",https://app.dimensions.ai/details/publication/pub.1092754598,1701 Psychology; 17 Psychology and Cognitive Sciences; 1702 Cognitive Sciences,elizabeth j. marsh,family matters measuring impact through ones academic descendants,perspectives on psychological science,"17 psychology and cognitive sciences, 1701 psychology, 1702 cognitive sciences"
355,10.1136/bmjopen-2017-017425,Interpretation of health news items reported with or without spin: protocol for a prospective meta-analysis of 16 randomised controlled trials,BMJ Open,2017,7,11,Article,"Haneef, Romana; Yavchitz, Amélie; Ravaud, Philippe; Baron, Gabriel; Oranksy, Ivan; Schwitzer, Gary; Boutron, Isabelle",https://app.dimensions.ai/details/publication/pub.1092750135,1117 Public Health and Health Services; 11 Medical and Health Sciences,"romana haneef, amelie yavchitz, philippe ravaud, gabriel baron, ivan oranksy, gary schwitzer, isabelle boutron",interpretation of health news items reported with or without spin protocol for a prospective meta analysis of 16 randomised controlled trials,bmj open,"11 medical and health sciences, 1117 public health and health services"
356,10.1016/j.jacr.2017.09.025,Social Media and the 21st-Century Scholar: How You Can Harness Social Media to Amplify Your Career,Journal of the American College of Radiology,2018,15,1,Article,"Chan, Teresa M.; Stukus, David; Leppink, Jimmie; Duque, Lina; Bigham, Blair L.; Mehta, Neil; Thoma, Brent",https://app.dimensions.ai/details/publication/pub.1092728887,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,"teresa m. chan, david stukus, jimmie leppink, lina duque, blair l. bigham, neil mehta, brent thoma",social media and the 21st century scholar how you can harness social media to amplify your career,journal of the american college of radiology,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services"
357,10.1080/14763141.2017.1391328,Citation metrics of excellence in sports biomechanics research,Sports Biomechanics,2019,18,3,Article,"Knudson, Duane",https://app.dimensions.ai/details/publication/pub.1092657482,1106 Human Movement and Sports Science; 11 Medical and Health Sciences,duane knudson,citation metrics of excellence in sports biomechanics research,sports biomechanics,"11 medical and health sciences, 1106 human movement and sports science"
358,10.1212/wnl.0000000000004741,Blood pressure from mid‐ to late life and risk of incident dementia,Neurology,2017,89,24,Article,"McGrath, Emer R; Beiser, Alexa S; DeCarli, Charles; Plourde, Kendra L; Vasan, Ramachandran S; Greenberg, Steven M; Seshadri, Sudha",https://app.dimensions.ai/details/publication/pub.1092595637,1117 Public Health and Health Services; 11 Medical and Health Sciences,"emer r mcgrath, alexa s beiser, charles decarli, kendra l plourde, ramachandran s vasan, steven m greenberg, sudha seshadri",blood pressure from mid to late life and risk of incident dementia,neurology,"11 medical and health sciences, 1117 public health and health services"
359,10.1016/j.jacr.2017.09.012,Social Media Scholarship and Alternative Metrics for Academic Promotion and Tenure,Journal of the American College of Radiology,2018,15,1,Article,"Cabrera, Daniel; Roy, Durga; Chisolm, Margaret S.",https://app.dimensions.ai/details/publication/pub.1092557681,1117 Public Health and Health Services; 11 Medical and Health Sciences,"daniel cabrera, durga roy, margaret s. chisolm",social media scholarship and alternative metrics for academic promotion andtenure,journal of the american college of radiology,"11 medical and health sciences, 1117 public health and health services"
360,10.1016/j.jacr.2017.09.036,Medical Journals in the Age of Ubiquitous Social Media,Journal of the American College of Radiology,2018,15,1,Article,"Trueger, N. Seth",https://app.dimensions.ai/details/publication/pub.1092545617,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,n. seth trueger,medical journals in the age of ubiquitous social media,journal of the american college of radiology,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services"
361,10.1016/j.jacr.2017.09.035,Impact of a Physician-Led Social Media Sharing Program on a Medical Journal’s Web Traffic,Journal of the American College of Radiology,2018,15,1,Article,"Trueger, N. Seth; Bokarius, Andrew V.; Carroll, Stephen; April, Michael D.; Thoma, Brent",https://app.dimensions.ai/details/publication/pub.1092545230,1117 Public Health and Health Services; 11 Medical and Health Sciences,"n. seth trueger, andrew v. bokarius, stephen carroll, michael d. april, brent thoma",impact of a physician led social media sharing program on a medical journals web traffic,journal of the american college of radiology,"11 medical and health sciences, 1117 public health and health services"
